Symbol,Security Name,Exchange,ETF,Market Category
ATMCR,AlphaTime Acquisition Corp - Right,NASDAQ,N,S
ATMCU,AlphaTime Acquisition Corp - Unit,NASDAQ,N,S
ATMCW,AlphaTime Acquisition Corp - Warrant,NASDAQ,N,S
ATMV,AlphaVest Acquisition Corp - Ordinary Shares,NASDAQ,N,S
ATMVR,AlphaVest Acquisition Corp - Right,NASDAQ,N,S
ATMVU,AlphaVest Acquisition Corp - Unit,NASDAQ,N,S
ATNI,"ATN International, Inc. - Common Stock",NASDAQ,N,Q
ATOM,Atomera Incorporated - Common Stock,NASDAQ,N,S
ATON,AlphaTON Capital Corp. - Common Stock,NASDAQ,N,S
ATOS,"Atossa Therapeutics, Inc. - Common Stock",NASDAQ,N,S
ATPC,Agape ATP Corporation - Common Stock,NASDAQ,N,S
ATRA,"Atara Biotherapeutics, Inc. - Common Stock",NASDAQ,N,Q
ATRC,"AtriCure, Inc. - Common Stock",NASDAQ,N,G
ATRO,Astronics Corporation - Common Stock,NASDAQ,N,Q
ATXG,Addentax Group Corp. - Common Stock,NASDAQ,N,S
ATXS,"Astria Therapeutics, Inc. - Common Stock",NASDAQ,N,G
ATYR,"aTyr Pharma, Inc. - Common Stock",NASDAQ,N,S
AUBN,"Auburn National Bancorporation, Inc. - Common Stock",NASDAQ,N,G
AUDC,AudioCodes Ltd. - Ordinary Shares,NASDAQ,N,Q
AUGO,Aura Minerals Inc. - Common Shares,NASDAQ,N,Q
AUID,authID Inc. - Common Stock,NASDAQ,N,S
AUPH,Aurinia Pharmaceuticals Inc - Common Shares,NASDAQ,N,G
AUR,"Aurora Innovation, Inc.  - Class A Common Stock",NASDAQ,N,Q
AURA,"Aura Biosciences, Inc. - Common Stock",NASDAQ,N,G
AURE,Prestige Wealth Inc. - Class A Ordinary Shares,NASDAQ,N,S
AUROW,"Aurora Innovation, Inc.  - Warrant",NASDAQ,N,Q
AUTL,Autolus Therapeutics plc - American Depositary Shares,NASDAQ,N,Q
AUUD,Auddia Inc. - Common Stock,NASDAQ,N,S
AUUDW,Auddia Inc. - Warrants,NASDAQ,N,S
AVAH,Aveanna Healthcare Holdings Inc. - Common Stock,NASDAQ,N,Q
AVAV,"AeroVironment, Inc. - Common Stock",NASDAQ,N,Q
AVBH,"Avidbank Holdings, Inc. - Common Stock",NASDAQ,N,Q
AVBP,"ArriVent BioPharma, Inc. - Common Stock",NASDAQ,N,G
AVDL,Avadel Pharmaceuticals plc - Ordinary Share,NASDAQ,N,G
AVGO,Broadcom Inc. - Common Stock,NASDAQ,N,Q
AVIR,"Atea Pharmaceuticals, Inc. - common stock",NASDAQ,N,Q
AVNW,"Aviat Networks, Inc. - Common Stock",NASDAQ,N,Q
AVO,"Mission Produce, Inc. - Common Stock",NASDAQ,N,Q
AVPT,"AvePoint, Inc. - Class A Common Stock",NASDAQ,N,Q
AVR,Anteris Technologies Global Corp. - Common Stock,NASDAQ,N,G
AVT,"Avnet, Inc. - Common Stock",NASDAQ,N,Q
AVTX,"Avalo Therapeutics, Inc. - Common Stock",NASDAQ,N,S
AVX,Avax One Technology Ltd. - Common Shares,NASDAQ,N,S
AVXL,Anavex Life Sciences Corp. - Common Stock,NASDAQ,N,Q
AWRE,"Aware, Inc. - Common Stock",NASDAQ,N,G
AXG,Solowin Holdings - Class A Ordinary Share,NASDAQ,N,S
AXGN,"Axogen, Inc. - Common Stock",NASDAQ,N,S
AXIN,Axiom Intelligence Acquisition Corp 1 - Class A Ordinary Shares,NASDAQ,N,G
AXINR,Axiom Intelligence Acquisition Corp 1 - Right,NASDAQ,N,G
AXINU,Axiom Intelligence Acquisition Corp 1 - Units,NASDAQ,N,G
AXON,"Axon Enterprise, Inc. - Common Stock",NASDAQ,N,Q
AXSM,"Axsome Therapeutics, Inc. - Common Stock",NASDAQ,N,G
AXTI,AXT Inc - Common Stock,NASDAQ,N,Q
AYTU,"Aytu BioPharma, Inc.  - Common Stock",NASDAQ,N,S
AZ,A2Z Cust2Mate Solutions Corp. - Common Shares,NASDAQ,N,S
AZI,Autozi Internet Technology (Global) Ltd. - Class A Ordinary Shares,NASDAQ,N,G
AZN,AstraZeneca PLC - American Depositary Shares,NASDAQ,N,Q
AZTA,"Azenta, Inc. - Common Stock",NASDAQ,N,Q
BACC,Blue Acquisition Corp. - Class A Ordinary Shares,NASDAQ,N,G
BACCR,Blue Acquisition Corp. - Right,NASDAQ,N,G
BACCU,Blue Acquisition Corp. - Unit,NASDAQ,N,G
BACQ,Inflection Point Acquisition Corp. IV - Class A Ordinary Shares,NASDAQ,N,G
BACQR,Inflection Point Acquisition Corp. IV - Right,NASDAQ,N,G
BACQU,Inflection Point Acquisition Corp. IV - Unit,NASDAQ,N,G
BAER,"Bridger Aerospace Group Holdings, Inc. - Common Stock",NASDAQ,N,G
BAERW,"Bridger Aerospace Group Holdings, Inc. - Warrant",NASDAQ,N,G
BAFN,BayFirst Financial Corp. - Common Stock,NASDAQ,N,S
BAND,Bandwidth Inc. - Class A Common Stock,NASDAQ,N,Q
BANF,BancFirst Corporation - Common Stock,NASDAQ,N,Q
BANFP,BancFirst Corporation - 7.2% Cumulative Trust Preferred Securities,NASDAQ,N,Q
BANL,CBL International Limited - Ordinary Shares,NASDAQ,N,S
BANR,Banner Corporation - Common Stock,NASDAQ,N,Q
BANX,ArrowMark Financial Corp. - Closed End Fund,NASDAQ,N,Q
BAOS,Baosheng Media Group Holdings Limited - Ordinary shares,NASDAQ,N,S
BATRA,"Atlanta Braves Holdings, Inc. - Series A Common Stock",NASDAQ,N,Q
BATRK,"Atlanta Braves Holdings, Inc. - Series C Common Stock",NASDAQ,N,Q
BAYA,Bayview Acquisition Corp - Ordinary Share,NASDAQ,N,G
BAYAR,Bayview Acquisition Corp - Right,NASDAQ,N,G
BAYAU,Bayview Acquisition Corp - Unit,NASDAQ,N,G
BBCP,"Concrete Pumping Holdings, Inc.  - Common Stock",NASDAQ,N,S
BBGI,"Beasley Broadcast Group, Inc. - Class A Common Stock",NASDAQ,N,S
BBIO,"BridgeBio Pharma, Inc. - Common Stock",NASDAQ,N,Q
BBLG,Bone Biologics Corp - Common Stock,NASDAQ,N,S
BBLGW,Bone Biologics Corp - warrants,NASDAQ,N,S
BBNX,"Beta Bionics, Inc. - Common Stock",NASDAQ,N,G
BBOT,"BridgeBio Oncology Therapeutics, Inc. - Common Stock",NASDAQ,N,G
BBSI,"Barrett Business Services, Inc. - Common Stock",NASDAQ,N,Q
BCAB,"BioAtla, Inc. - Common Stock",NASDAQ,N,S
BCAL,California BanCorp - Common Stock,NASDAQ,N,S
BCAR,D. Boral ARC Acquisition I Corp. - Class A Ordinary Shares,NASDAQ,N,G
BCARU,D. Boral ARC Acquisition I Corp. - Units,NASDAQ,N,G
BCARW,D. Boral ARC Acquisition I Corp. - Warrant,NASDAQ,N,G
BCAX,Bicara Therapeutics Inc. - Common Stock,NASDAQ,N,G
BCBP,"BCB Bancorp, Inc. (NJ) - Common Stock",NASDAQ,N,G
BCDA,"BioCardia, Inc. - Common Stock",NASDAQ,N,S
BCG,"Binah Capital Group, Inc. - Common Stock",NASDAQ,N,G
BCGWW,"Binah Capital Group, Inc. - Warrants",NASDAQ,N,S
BCIC,BCP Investment Corporation - Closed End Fund,NASDAQ,N,Q
BCML,BayCom Corp - Common Stock,NASDAQ,N,Q
BCPC,Balchem Corporation - Common Stock,NASDAQ,N,Q
BCRX,"BioCryst Pharmaceuticals, Inc. - Common Stock",NASDAQ,N,Q
BCTX,BriaCell Therapeutics Corp. - Common Shares,NASDAQ,N,S
BCTXW,BriaCell Therapeutics Corp. - Warrant,NASDAQ,N,S
BCTXZ,BriaCell Therapeutics Corp. - Warrant,NASDAQ,N,S
BCYC,Bicycle Therapeutics plc - American Depositary Shares,NASDAQ,N,Q
BDCI,BTC Development Corp. - Class A Ordinary Shares,NASDAQ,N,G
BDCIU,BTC Development Corp. - Unit,NASDAQ,N,G
BDCIW,BTC Development Corp. - Warrant,NASDAQ,N,G
BDMD,Baird Medical Investment Holdings Ltd - Ordinary Share,NASDAQ,N,S
BDMDW,Baird Medical Investment Holdings Ltd - Warrant,NASDAQ,N,S
BDRX,Biodexa Pharmaceuticals plc - American Depositary Shares,NASDAQ,N,S
BDSX,"Biodesix, Inc. - Common Stock",NASDAQ,N,G
BDTX,"Black Diamond Therapeutics, Inc. - Common Stock",NASDAQ,N,Q
BEAG,Bold Eagle Acquisition Corp. - Class A Ordinary Shares,NASDAQ,N,G
BEAGR,Bold Eagle Acquisition Corp. - Right,NASDAQ,N,G
BEAGU,Bold Eagle Acquisition Corp. - Units,NASDAQ,N,G
BEAM,Beam Therapeutics Inc. - Common Stock,NASDAQ,N,Q
BEAT,"Heartbeam, Inc. - Common Stock",NASDAQ,N,S
BEATW,"Heartbeam, Inc. - Warrant",NASDAQ,N,S
BEEM,Beam Global - Common Stock,NASDAQ,N,S
BEEP,Mobile Infrastructure Corporation - Common Stock,NASDAQ,N,G
BELFA,Bel Fuse Inc. - Class A Common Stock,NASDAQ,N,Q
BELFB,Bel Fuse Inc. - Class B Common Stock,NASDAQ,N,Q
BENF,Beneficient - Class A Common Stock,NASDAQ,N,S
BENFW,Beneficient - Warrant,NASDAQ,N,S
BETR,Better Home & Finance Holding Company - Class A Common Stock,NASDAQ,N,G
BETRW,Better Home & Finance Holding Company - Warrant,NASDAQ,N,G
BFC,Bank First Corporation - Common Stock,NASDAQ,N,S
BFIN,BankFinancial Corporation - Common Stock,NASDAQ,N,Q
BFRG,"Bullfrog AI Holdings, Inc. - Common Stock",NASDAQ,N,S
BFRGW,"Bullfrog AI Holdings, Inc. - Warrants",NASDAQ,N,S
BFRI,Biofrontera Inc. - Common Stock,NASDAQ,N,S
BFRIW,Biofrontera Inc. - Warrants,NASDAQ,N,S
BFST,"Business First Bancshares, Inc. - Common Stock",NASDAQ,N,Q
BGC,"BGC Group, Inc. - Class A Common Stock",NASDAQ,N,Q
BGIN,Bgin Blockchain Limited - Class A Ordinary Shares,NASDAQ,N,G
BGL,Blue Gold Limited - Class A ordinary shares,NASDAQ,N,G
BGLC,BioNexus Gene Lab Corp - Common stock,NASDAQ,N,S
BGLWW,Blue Gold Limited - Warrant,NASDAQ,N,S
BGM,BGM Group Ltd. - Class A Ordinary Shares,NASDAQ,N,S
BGMS,"Bio Green Med Solution, Inc. - Common Stock",NASDAQ,N,S
BGMSP,"Bio Green Med Solution, Inc. - 6% Convertible Preferred Stock",NASDAQ,N,S
BHAT,Blue Hat Interactive Entertainment Technology - Ordinary Shares,NASDAQ,N,S
BHF,"Brighthouse Financial, Inc. - Common Stock",NASDAQ,N,Q
BHFAL,"Brighthouse Financial, Inc. - Junior Subordinated Debentures due 2058",NASDAQ,N,Q
BHFAM,"Brighthouse Financial, Inc. - Depositary shares each representing a 1/1,000th Interest in a Share of 4.625% Non-Cumulative Preferred Stock, Series D",NASDAQ,N,Q
BHFAN,"Brighthouse Financial, Inc. - depositary shares, each representing a 1/1,000th interest in a share of 5.375% Non-Cumulative Preferred Stock, Series C",NASDAQ,N,Q
BHFAO,"Brighthouse Financial, Inc. - Depositary Shares, each representing a 1/1,000th interest in a share of 6.750% Non-Cumulative Preferred Stock, Series B",NASDAQ,N,Q
BHFAP,"Brighthouse Financial, Inc. - Depositary Shares 6.6% Non-Cumulative Preferred Stock, Series A",NASDAQ,N,Q
BHRB,Burke & Herbert Financial Services Corp. - Common Stock,NASDAQ,N,S
BHST,BioHarvest Sciences Inc. - Common Stock,NASDAQ,N,G
BIAF,"bioAffinity Technologies, Inc. - Common Stock",NASDAQ,N,S
BIAFW,"bioAffinity Technologies, Inc. - Warrant",NASDAQ,N,S
BIDU,"Baidu, Inc. - American Depositary Shares, each representing 8 ordinary share",NASDAQ,N,Q
BIIB,Biogen Inc. - Common Stock,NASDAQ,N,Q
BILI,Bilibili Inc. - American Depositary Shares,NASDAQ,N,Q
BIOA,"BioAge Labs, Inc. - Common Stock",NASDAQ,N,Q
BIOX,Bioceres Crop Solutions Corp. - Ordinary Shares,NASDAQ,N,Q
BIRD,"Allbirds, Inc. - Class A Common Stock",NASDAQ,N,Q
BITF,Bitfarms Ltd. - Common Stock,NASDAQ,N,G
BIVI,BioVie Inc. - Common stock,NASDAQ,N,S
BIVIW,BioVie Inc. - Warrant,NASDAQ,N,S
BIYA,Baiya International Group Inc.  - Ordinary Shares,NASDAQ,N,S
BJDX,"Bluejay Diagnostics, Inc. - Common Stock",NASDAQ,N,S
BJRI,"BJ's Restaurants, Inc. - Common Stock",NASDAQ,N,Q
BKHA,Black Hawk Acquisition Corporation - Class A Ordinary Shares,NASDAQ,N,G
BKHAR,Black Hawk Acquisition Corporation - Rights,NASDAQ,N,G
BKHAU,Black Hawk Acquisition Corporation - Units,NASDAQ,N,G
BKNG,Booking Holdings Inc. - Common Stock,NASDAQ,N,Q
BKR,Baker Hughes Company - Common Stock,NASDAQ,N,Q
BKYI,"BIO-key International, Inc. - Common Stock",NASDAQ,N,S
BL,"BlackLine, Inc. - Common Stock",NASDAQ,N,Q
BLBD,Blue Bird Corporation - Common Stock,NASDAQ,N,G
BLBX,Blackboxstocks Inc. - Common Stock,NASDAQ,N,S
BLDP,"Ballard Power Systems, Inc. - Common Shares",NASDAQ,N,G
BLFS,"BioLife Solutions, Inc. - Common Stock",NASDAQ,N,S
BLFY,Blue Foundry Bancorp - Common Stock,NASDAQ,N,Q
BLIN,"Bridgeline Digital, Inc. - Common Stock",NASDAQ,N,S
BLIV,BeLive Holdings - ordinary shares,NASDAQ,N,S
BLKB,"Blackbaud, Inc. - Common Stock",NASDAQ,N,Q
BLLN,"BillionToOne, Inc. - Class A common stock",NASDAQ,N,Q
BLMN,"Bloomin' Brands, Inc. - Common Stock",NASDAQ,N,Q
BLMZ,Harrison Global Holdings Inc. - Ordinary Shares,NASDAQ,N,S
BLNE,"Beeline Holdings, Inc. - Common Stock",NASDAQ,N,S
BLNK,Blink Charging Co. - Common Stock,NASDAQ,N,S
BLRX,BioLineRx Ltd. - American Depositary Shares,NASDAQ,N,S
BLTE,"Belite Bio, Inc - American Depositary Shares",NASDAQ,N,S
BLUW,Blue Water Acquisition Corp. III - Class A Ordinary Shares,NASDAQ,N,G
BLUWU,Blue Water Acquisition Corp. III - Unit.,NASDAQ,N,G
BLUWW,Blue Water Acquisition Corp. III - Warrant.,NASDAQ,N,G
BLZE,"Backblaze, Inc. - Common Stock",NASDAQ,N,G
BLZR,Trailblazer Acquisition Corp. - Class A Ordinary Shares,NASDAQ,N,G
BLZRU,Trailblazer Acquisition Corp. - Unit,NASDAQ,N,G
BLZRW,Trailblazer Acquisition Corp. - Warrant,NASDAQ,N,G
BMBL,Bumble Inc. - common stock,NASDAQ,N,Q
BMEA,"Biomea Fusion, Inc. - Common Stock",NASDAQ,N,Q
BMGL,Basel Medical Group Ltd - ordinary shares,NASDAQ,N,S
BMHL,Bluemount Holdings Limited - Class B Ordinary Shares,NASDAQ,N,S
BMR,Beamr Imaging Ltd. - Ordinary Share,NASDAQ,N,S
BMRA,"Biomerica, Inc. - Common Stock",NASDAQ,N,S
BMRC,Bank of Marin Bancorp - Common Stock,NASDAQ,N,S
BMRN,BioMarin Pharmaceutical Inc. - Common Stock,NASDAQ,N,Q
BNAI,Brand Engagement Network Inc. - Common Stock,NASDAQ,N,S
BNAIW,Brand Engagement Network Inc. - Warrant,NASDAQ,N,S
BNBX,BNB Plus Corp. - Common Stock,NASDAQ,N,S
BNC,CEA Industries Inc. - Common Stock,NASDAQ,N,S
BNCWW,CEA Industries Inc. - Warrant,NASDAQ,N,S
BNGO,"Bionano Genomics, Inc. - Common Stock",NASDAQ,N,S
BNKK,"Bonk, Inc. - Common Stock",NASDAQ,N,S
BNR,Burning Rock Biotech Limited - American Depositary Shares,NASDAQ,N,G
BNRG,Brenmiller Energy Ltd - Ordinary Shares,NASDAQ,N,S
BNTC,Benitec Biopharma Inc. - Common Stock,NASDAQ,N,S
BNTX,BioNTech SE - American Depositary Shares,NASDAQ,N,Q
BNZI,"Banzai International, Inc. - Class A Common Stock",NASDAQ,N,S
BNZIW,"Banzai International, Inc. - Warrant",NASDAQ,N,S
BODI,"The Beachbody Company, Inc. - Class A Common Stock",NASDAQ,N,S
BOF,BranchOut Food Inc. - Common Stock,NASDAQ,N,S
BOKF,BOK Financial Corporation - Common Stock,NASDAQ,N,Q
BOLD,"Boundless Bio, Inc. - Common Stock",NASDAQ,N,Q
BOLT,"Bolt Biotherapeutics, Inc. - Common Stock",NASDAQ,N,S
BON,Bon Natural Life Limited - Class A Ordinary Shares,NASDAQ,N,S
BOOM,DMC Global Inc. - Common Stock,NASDAQ,N,Q
BOSC,B.O.S. Better Online Solutions - Ordinary Shares,NASDAQ,N,S
BOTJ,"Bank of the James Financial Group, Inc. - Common Stock",NASDAQ,N,S
BOXL,Boxlight Corporation - Class A Common Stock,NASDAQ,N,S
BPACU,Blueport Acquisition Ltd - Units,NASDAQ,N,S
BPOP,"Popular, Inc. - Common Stock",NASDAQ,N,Q
BPOPM,"Popular, Inc. - Popular Capital Trust II - 6.125% Cumulative Monthly Income Trust Preferred Securities",NASDAQ,N,Q
BPRN,"Princeton Bancorp, Inc. - Common Stock",NASDAQ,N,Q
BPYPM,"Brookfield Property Partners L.P. - 6.25% Class A Cumulative Redeemable Preferred Units, Series 1",NASDAQ,N,Q
BPYPN,"Brookfield Property Partners L.P. - 5.750% Class A Cumulative Redeemable Perpetual Preferred Units, Series 3",NASDAQ,N,Q
BPYPO,"Brookfield Property Partners L.P. - 6.375% Class A Cumulative Redeemable Perpetual Preferred Units, Series 2",NASDAQ,N,Q
BPYPP,Brookfield Property Partners L.P. - 6.50% Class A Cumulative Redeemable Perpetual Preferred Units,NASDAQ,N,Q
BRAG,Bragg Gaming Group Inc. - Common Shares,NASDAQ,N,Q
BRBI,BRBI BR Partners S.A. - ADSs,NASDAQ,N,S
BRCB,"Black Rock Coffee Bar, Inc. - Class A Common Stock",NASDAQ,N,G
BRFH,Barfresh Food Group Inc. - Common Stock,NASDAQ,N,S
BRID,Bridgford Foods Corporation - Common Stock,NASDAQ,N,G
BRKR,Bruker Corporation - Common Stock,NASDAQ,N,Q
BRKRP,"Bruker Corporation - 6.375% Mandatory Convertible Preferred Stock, Series A",NASDAQ,N,Q
BRLS,Borealis Foods Inc. - Class A Common Shares,NASDAQ,N,S
BRLSW,Borealis Foods Inc. - Warrant,NASDAQ,N,S
BRLT,"Brilliant Earth Group, Inc. - Class A Common Stock",NASDAQ,N,G
BRNS,Barinthus Biotherapeutics plc - American Depositary Shares,NASDAQ,N,G
BRR,Columbus Circle Capital Corp I - Class A Ordinary Shares,NASDAQ,N,G
BRRWU,Columbus Circle Capital Corp I - Units,NASDAQ,N,G
BRRWW,Columbus Circle Capital Corp I - Warrant.,NASDAQ,N,G
BRTX,"BioRestorative Therapies, Inc. - Common Stock",NASDAQ,N,S
BRY,Berry Corporation (bry) - Common Stock,NASDAQ,N,Q
BRZE,"Braze, Inc. - Class A Common Stock",NASDAQ,N,Q
BSAA,BEST SPAC I Acquisition Corp. - Class A Ordinary Shares,NASDAQ,N,S
BSAAR,BEST SPAC I Acquisition Corp. - Rights,NASDAQ,N,S
BSAAU,BEST SPAC I Acquisition Corp. - Unit,NASDAQ,N,S
BSBK,Bogota Financial Corp. - Common Stock,NASDAQ,N,S
BSET,"Bassett Furniture Industries, Incorporated - Common Stock",NASDAQ,N,Q
BSLK,"Bolt Projects Holdings, Inc. - Common Stock",NASDAQ,N,S
BSLKW,"Bolt Projects Holdings, Inc. - Warrant",NASDAQ,N,S
BSRR,Sierra Bancorp - Common Stock,NASDAQ,N,Q
BSVN,Bank7 Corp. - Common stock,NASDAQ,N,Q
BSY,"Bentley Systems, Incorporated - Class B Common Stock",NASDAQ,N,Q
BTAI,"BioXcel Therapeutics, Inc. - Common Stock",NASDAQ,N,S
BTBD,"BT Brands, Inc. - Common Stock",NASDAQ,N,S
BTBDW,"BT Brands, Inc. - Warrant",NASDAQ,N,S
BTBT,"Bit Digital, Inc. - Ordinary Share",NASDAQ,N,S
BTCS,BTCS Inc. - Common Stock,NASDAQ,N,S
BTCT,BTC Digital Ltd. - Ordinary Shares,NASDAQ,N,S
BTDR,Bitdeer Technologies Group - Ordinary Shares,NASDAQ,N,S
BTM,Bitcoin Depot Inc. - Class A Common Stock,NASDAQ,N,S
BTMD,Biote Corp. - Class A common stock,NASDAQ,N,G
BTMWW,Bitcoin Depot Inc. - Warrant,NASDAQ,N,S
BTOC,Armlogi Holding Corp. - common stock,NASDAQ,N,G
BTOG,Bit Origin Limited - Class A Ordinary Shares,NASDAQ,N,S
BTQ,BTQ Technologies Corp. - Common Stock,NASDAQ,N,G
BTSG,"BrightSpring Health Services, Inc. - Common Stock",NASDAQ,N,Q
BTSGU,"BrightSpring Health Services, Inc. - Tangible Equity Unit",NASDAQ,N,Q
BTTC,Black Titan Corp - Ordinary Shares,NASDAQ,N,S
BULL,Webull Corporation - Class A Ordinary Shares,NASDAQ,N,S
BULLW,Webull Corporation - Warrants,NASDAQ,N,S
BUSE,First Busey Corporation - Common Stock,NASDAQ,N,Q
BUSEP,"First Busey Corporation - Depositary Shares, Each Representing a 1/40th Interest in a Share of 8.25% Fixed-Rate Series B Non-Cumulative Perpetual Preferred Stock, $0.001 par value",NASDAQ,N,Q
BUUU,BUUU Group Limited - Class A Ordinary Share,NASDAQ,N,S
BVFL,"BV Financial, Inc. - Common Stock",NASDAQ,N,S
BVS,Bioventus Inc. - Class A Common Stock,NASDAQ,N,Q
BWAY,BrainsWay Ltd. - American Depositary Shares,NASDAQ,N,G
BWB,"Bridgewater Bancshares, Inc. - Common Stock",NASDAQ,N,S
BWBBP,"Bridgewater Bancshares, Inc. - Depositary Shares, Each Representing a 1/100th Interest in a Share of 5.875% Non-Cumulative Perpetual Preferred Stock, Series A",NASDAQ,N,S
BWEN,"Broadwind, Inc. - Common Stock",NASDAQ,N,S
BWFG,"Bankwell Financial Group, Inc. - Common Stock",NASDAQ,N,G
BWIN,"The Baldwin Insurance Group, Inc. - Class A Common Stock",NASDAQ,N,Q
BWMN,Bowman Consulting Group Ltd. - Common Stock,NASDAQ,N,G
BYAH,"Park Ha Biological Technology Co., Ltd. - ordinary shares",NASDAQ,N,S
BYFC,Broadway Financial Corporation - Class A Common Stock,NASDAQ,N,S
BYND,"Beyond Meat, Inc. - Common stock",NASDAQ,N,Q
BYRN,"Byrna Technologies, Inc. - Common Stock",NASDAQ,N,S
BYSI,"BeyondSpring, Inc. - Ordinary Shares",NASDAQ,N,S
BZ,KANZHUN LIMITED - American Depository Shares,NASDAQ,N,Q
BZAI,"Blaize Holdings, Inc. - Common Stock",NASDAQ,N,G
BZAIW,"Blaize Holdings, Inc. - Warrant",NASDAQ,N,S
BZFD,"BuzzFeed, Inc. - Class A Common Stock",NASDAQ,N,S
BZFDW,"BuzzFeed, Inc. - Warrant",NASDAQ,N,S
BZUN,Baozun Inc. - American Depositary Shares,NASDAQ,N,Q
CAAS,"China Automotive Systems, Inc. - Ordinary Share",NASDAQ,N,S
CABA,"Cabaletta Bio, Inc. - Common Stock",NASDAQ,N,Q
CABR,"Caring Brands, Inc. - Common Stock",NASDAQ,N,S
CAC,Camden National Corporation - Common Stock,NASDAQ,N,Q
CACC,Credit Acceptance Corporation - Common Stock,NASDAQ,N,Q
CADL,"Candel Therapeutics, Inc. - Common Stock",NASDAQ,N,G
CAEP,"Cantor Equity Partners III, Inc. - Class A Ordinary Shares",NASDAQ,N,G
CAI,"Caris Life Sciences, Inc. - Common Stock",NASDAQ,N,Q
CAKE,The Cheesecake Factory Incorporated - Common Stock,NASDAQ,N,Q
CALC,"CalciMedica, Inc. - Common Stock",NASDAQ,N,S
CALM,"Cal-Maine Foods, Inc. - Common Stock",NASDAQ,N,Q
CAMP,CAMP4 Therapeutics Corporation - Common Stock,NASDAQ,N,G
CAMT,Camtek Ltd. - Ordinary Shares,NASDAQ,N,G
CAN,Canaan Inc. - American Depositary Shares,NASDAQ,N,G
CAPN,Cayson Acquisition Corp - Ordinary Shares,NASDAQ,N,G
CAPNR,Cayson Acquisition Corp - Right,NASDAQ,N,G
CAPNU,Cayson Acquisition Corp - Units,NASDAQ,N,G
CAPR,"Capricor Therapeutics, Inc. - Common Stock",NASDAQ,N,S
CAPS,Capstone Holding Corp. - Common Stock,NASDAQ,N,S
CAPT,Captivision Inc. - Ordinary Shares,NASDAQ,N,G
CAPTW,Captivision Inc. - Warrant,NASDAQ,N,S
CAR,"Avis Budget Group, Inc. - Common Stock",NASDAQ,N,Q
CARE,"Carter Bankshares, Inc. - Common Stock",NASDAQ,N,Q
CARG,"CarGurus, Inc. - Class A Common Stock",NASDAQ,N,Q
CARL,"Carlsmed, Inc. - Common Stock",NASDAQ,N,Q
CART,Maplebear Inc. - Common Stock,NASDAQ,N,Q
CARV,"Carver Bancorp, Inc. - Common Stock",NASDAQ,N,S
CASH,"Pathward Financial, Inc. - Common Stock",NASDAQ,N,Q
CASI,"CASI Pharmaceuticals, Inc. - Ordinary Shares",NASDAQ,N,S
CASS,"Cass Information Systems, Inc - Common Stock",NASDAQ,N,Q
CASY,"Caseys General Stores, Inc. - Common Stock",NASDAQ,N,Q
CATY,Cathay General Bancorp - Common Stock,NASDAQ,N,Q
CBAT,"CBAK Energy Technology, Inc. - Common Stock",NASDAQ,N,S
CBC,"Central Bancompany, Inc. - Class A Common Stock",NASDAQ,N,Q
CBFV,"CB Financial Services, Inc. - Common Stock",NASDAQ,N,G
CBIO,"Crescent Biopharma, Inc. - Common Stock",NASDAQ,N,S
CBK,"Commercial Bancgroup, Inc. - Common Stock",NASDAQ,N,S
CBLL,"CeriBell, Inc. - Common Stock",NASDAQ,N,Q
CBNK,"Capital Bancorp, Inc. - Common Stock",NASDAQ,N,Q
CBRL,"Cracker Barrel Old Country Store, Inc. - Common Stock",NASDAQ,N,Q
CBSH,"Commerce Bancshares, Inc. - Common Stock",NASDAQ,N,Q
CBUS,"Cibus, Inc. - Class A Common Stock",NASDAQ,N,S
CCAP,"Crescent Capital BDC, Inc. - Common Stock",NASDAQ,N,G
CCB,Coastal Financial Corporation - Common Stock,NASDAQ,N,Q
CCBG,Capital City Bank Group - Common Stock,NASDAQ,N,Q
CCC,CCC Intelligent Solutions Holdings Inc. - Common Stock,NASDAQ,N,Q
CCCC,"C4 Therapeutics, Inc. - Common Stock",NASDAQ,N,Q
CCCX,Churchill Capital Corp X - Class A Ordinary Shares,NASDAQ,N,G
CCCXU,Churchill Capital Corp X - Unit,NASDAQ,N,G
CCCXW,Churchill Capital Corp X - Warrants,NASDAQ,N,G
CCD,Calamos Dynamic Convertible & Income Fund - Closed End Fund,NASDAQ,N,Q
CCEC,Capital Clean Energy Carriers Corp. - Common Share,NASDAQ,N,Q
CCEP,Coca-Cola Europacific Partners plc - Ordinary Shares,NASDAQ,N,Q
CCG,Cheche Group Inc. - Class A Ordinary Shares,NASDAQ,N,S
CCGWW,Cheche Group Inc. - Warrant,NASDAQ,N,S
CCHH,CCH Holdings Ltd - Ordinary Shares,NASDAQ,N,S
CCII,Cohen Circle Acquisition Corp. II - Class A Ordinary Shares,NASDAQ,N,G
CCIIU,Cohen Circle Acquisition Corp. II - Unit,NASDAQ,N,G
CCIIW,Cohen Circle Acquisition Corp. II - Warrant,NASDAQ,N,G
CCIX,Churchill Capital Corp IX - Ordinary Shares,NASDAQ,N,G
CCIXU,Churchill Capital Corp IX - Unit,NASDAQ,N,G
CCIXW,Churchill Capital Corp IX - Warrant,NASDAQ,N,G
CCLD,"CareCloud, Inc. - Common Stock",NASDAQ,N,G
